user_id,companion,travel_style,budget,duration_days,like_keywords,dislike_keywords,crowd_tolerance,age,gender,start_date
U0180,solo,Activity,3000000,4,"['Convenient amenities', 'Scenic views', 'Generous portions']","['Insect presence', 'Unfriendly staff']",0.78,42,Female,2025-05-15
U0181,solo,Foodie,1800000,2,"['Clean room', 'Well-maintained facilities', 'Tasty food']","['Poor soundproofing', 'High price']",0.76,37,Male,2025-04-18
U0182,friends,Healing,400000,2,"['Well-maintained facilities', 'Large portions', 'Delicious food']","['Limited options', 'Poor cleanliness']",0.39,44,Female,2025-11-21
U0183,friends,Foodie,100000,1,"['Cleanliness', 'Delicious food', 'Beautiful view']","['Bland taste', 'Limited options']",0.74,23,Male,2025-01-01
U0184,solo,Cultural,2800000,3,"['High-quality meat', 'Authentic taste', 'Delicious food']","['Bland taste', 'Poor soundproofing']",0.7,62,Female,2025-07-29
U0185,couple,Cultural,200000,2,"['Variety of dishes', 'Tasty food', 'Comfortable bedding']","['Insect presence', 'Hygiene issues']",0.16,28,Both,2025-02-07
U0186,solo,Cultural,400000,4,"['Clean facilities', 'Friendly service', 'Value for money']","['Slow service', 'Limited options']",0.14,34,Female,2025-08-20
U0187,couple,Healing,200000,2,"['Quiet atmosphere', 'Variety of dishes', 'Delicious coffee']","['Unpleasant taste', 'Lack of privacy']",0.36,33,Both,2025-10-27
U0188,couple,Foodie,500000,3,"['Tender meat', 'Delicious food', 'Variety of dishes']","['Weak water pressure', 'Small portions']",0.85,46,Both,2025-09-17
U0189,couple,Healing,600000,3,"['Tasty food', 'Convenient amenities', 'Quiet atmosphere']","['Poor value', 'Limited menu']",0.37,29,Both,2025-12-25
U0190,solo,Cultural,900000,4,"['Convenient amenities', 'Tasty food', 'Fresh seafood']","['Unpleasant taste', 'Small portions']",0.39,49,Female,2025-10-26
U0191,couple,Activity,800000,3,"['Clean facilities', 'Affordable prices', 'Scenic views']","['High price', 'Cramped space']",0.89,56,Both,2025-11-26
U0192,solo,Healing,300000,2,"['Clean facilities', 'Value for money', 'Beautiful view']","['Noise', 'Limited options']",0.33,60,Female,2025-06-08
U0193,couple,Activity,2200000,3,"['Family-friendly', 'Tasty food', 'Comfortable bedding']","['Overpriced', 'Unpleasant taste']",0.55,36,Both,2025-01-12
U0194,solo,Cultural,300000,3,"['Friendly service', 'Convenient amenities', 'High-quality meat']","['Poor food quality', 'Poor cleanliness']",0.01,63,Female,2025-03-19
U0195,solo,Foodie,200000,2,"['Variety of dishes', 'Attentive staff', 'Tender meat']","['Poor food quality', 'Insect presence']",0.01,58,Female,2025-12-27
U0196,friends,Cultural,600000,5,"['Attentive staff', 'Tasty food', 'Spicy flavor']","['Weak water pressure', 'Cramped space']",0.73,38,Female,2025-01-07
U0197,couple,Foodie,100000,1,"['Tasty food', 'Beautiful view', 'Attentive staff']","['Small portions', 'Overpriced']",0.81,33,Both,2025-11-17
U0198,couple,Healing,300000,1,"['Clean facilities', 'Convenient amenities', 'Delicious coffee']","['Limited amenities', 'High price']",0.75,39,Both,2025-09-11
U0199,friends,Healing,300000,3,"['Delicious food', 'Fresh seafood', 'Ocean view']","['Small portions', 'Long wait']",0.29,55,Female,2025-07-14
U0200,couple,Healing,700000,1,"['High-quality meat', 'Value for money', 'Generous portions']","['Poor value', 'Noise']",0.97,47,Both,2025-07-02
U0201,friends,Cultural,1800000,2,"['Comfortable bedding', 'Quick service', 'Well-maintained facilities']","['Salty food', 'Limited amenities']",0.4,47,Male,2025-01-02
U0202,solo,Healing,800000,3,"['Quiet atmosphere', 'Affordable prices', 'Attentive staff']","['Limited options', 'Poor value']",0.4,53,Female,2025-03-24
U0203,solo,Foodie,2700000,3,"['Cleanliness', 'Delicious coffee', 'Well-maintained facilities']","['Outdated facilities', 'Unpleasant taste']",0.07,23,Female,2025-08-23
U0204,solo,Cultural,200000,2,"['High-quality meat', 'Value for money', 'Friendly service']","['Limited options', 'Bland taste']",0.85,18,Female,2025-11-20
U0205,solo,Activity,900000,4,"['Convenient amenities', 'Beautiful view', 'Spicy flavor']","['Limited amenities', 'Poor food quality']",0.41,49,Male,2025-04-03
U0206,friends,Healing,600000,2,"['Family-friendly', 'Fresh seafood', 'Variety of dishes']","['Unfriendly staff', 'Insect presence']",0.27,47,Male,2025-04-06
U0207,solo,Cultural,1500000,4,"['Quick service', 'Scenic views', 'Fresh seafood']","['Poor value', 'Hygiene issues']",0.98,26,Male,2025-05-20
U0208,friends,Cultural,1400000,2,"['Tender meat', 'Ocean view', 'Good value']","['Cramped space', 'High price']",0.58,55,Male,2025-11-28
U0209,friends,Healing,300000,2,"['Quick service', 'Well-maintained facilities', 'Tasty food']","['Unfriendly staff', 'Noise']",0.95,36,Male,2025-06-22
U0210,couple,Activity,1000000,2,"['Value for money', 'Friendly service', 'Variety of dishes']","['Slow service', 'Weak water pressure']",0.51,39,Both,2025-06-19
U0211,couple,Cultural,1100000,5,"['Authentic taste', 'Tasty food', 'Clean facilities']","['Long wait', 'Outdated facilities']",0.28,54,Both,2025-01-29
U0212,solo,Foodie,2000000,3,"['Ocean view', 'Authentic taste', 'Tender meat']","['Salty food', 'Insect presence']",0.31,38,Female,2025-12-06
U0213,solo,Foodie,200000,2,"['Quiet atmosphere', 'Scenic views', 'Good value']","['Poor food quality', 'Insect presence']",0.62,61,Female,2025-11-15
U0214,couple,Foodie,200000,2,"['Delicious coffee', 'Family-friendly', 'Tender meat']","['Lack of privacy', 'High price']",0.14,65,Both,2025-11-28
U0215,friends,Activity,900000,2,"['Tender meat', 'Pleasant atmosphere', 'Attentive staff']","['Slow service', 'Limited options']",0.1,23,Female,2025-08-31
U0216,solo,Healing,500000,2,"['Beautiful view', 'Family-friendly', 'Quick service']","['Lack of privacy', 'High price']",0.69,37,Male,2025-10-26
U0217,couple,Healing,200000,1,"['Convenient amenities', 'Variety of dishes', 'Friendly service']","['Hygiene issues', 'High price']",0.76,60,Both,2025-01-11
U0218,solo,Healing,800000,4,"['High-quality meat', 'Family-friendly', 'Quiet atmosphere']","['Limited amenities', 'Limited options']",0.36,57,Male,2025-04-02
U0219,solo,Cultural,1500000,4,"['Tender meat', 'Friendly service', 'Variety of dishes']","['Small portions', 'Poor food quality']",0.34,19,Male,2025-01-20
U0220,friends,Activity,600000,5,"['Fresh seafood', 'Clean facilities', 'Satisfying portions']","['Poor soundproofing', 'Unpleasant taste']",0.12,22,Female,2025-01-17
U0221,couple,Activity,600000,3,"['Pleasant atmosphere', 'Beautiful view', 'Delicious food']","['Limited options', 'Cramped space']",0.62,45,Both,2025-12-06
U0222,solo,Cultural,200000,2,"['Affordable prices', 'Generous portions', 'Well-maintained facilities']","['High price', 'Weak water pressure']",0.81,44,Male,2025-03-17
U0223,couple,Healing,900000,1,"['Comfortable bedding', 'High-quality meat', 'Generous portions']","['Limited menu', 'Bland taste']",0.18,39,Both,2025-05-04
U0224,couple,Healing,3300000,4,"['Fresh seafood', 'Well-maintained facilities', 'Clean facilities']","['Long wait', 'Limited amenities']",0.27,50,Both,2025-09-05
U0225,couple,Healing,1100000,5,"['Attentive staff', 'Variety of dishes', 'Large portions']","['Lack of privacy', 'Limited options']",0.55,30,Both,2025-11-01
U0226,friends,Foodie,2800000,3,"['Generous portions', 'Clean facilities', 'Authentic taste']","['Insect presence', 'Outdated facilities']",0.9,49,Male,2025-05-21
U0227,friends,Healing,800000,2,"['Delicious food', 'Well-maintained facilities', 'Authentic taste']","['Poor value', 'Unpleasant taste']",0.92,20,Female,2025-06-17
U0228,friends,Activity,900000,2,"['Delicious food', 'Ocean view', 'Attentive staff']","['Limited amenities', 'Small room size']",0.36,48,Female,2025-12-05
U0229,friends,Healing,500000,3,"['Authentic taste', 'Delicious food', 'Cleanliness']","['Salty food', 'Limited amenities']",0.69,48,Female,2025-01-23
U0230,couple,Foodie,2400000,3,"['Cleanliness', 'Quiet atmosphere', 'Beautiful view']","['Limited amenities', 'Weak water pressure']",0.22,24,Both,2025-09-30
U0231,solo,Cultural,500000,3,"['Quick service', 'Authentic taste', 'High-quality meat']","['High price', 'Limited menu']",0.76,54,Male,2025-02-25
U0232,solo,Foodie,1500000,2,"['Delicious coffee', 'High-quality meat', 'Quick service']","['High price', 'Noise']",0.25,61,Male,2025-07-03
U0233,couple,Activity,700000,2,"['Spicy flavor', 'Beautiful view', 'Clean room']","['Limited options', 'Slow service']",0.9,43,Both,2025-07-24
U0234,solo,Foodie,1200000,4,"['Quiet atmosphere', 'High-quality meat', 'Good value']","['Limited amenities', 'Cramped space']",0.19,34,Female,2025-03-17
U0235,couple,Foodie,2100000,3,"['Cleanliness', 'Delicious food', 'High-quality meat']","['Noise', 'Limited options']",0.38,18,Both,2025-08-01
U0236,friends,Cultural,1300000,2,"['Authentic taste', 'Tender meat', 'Good value']","['Limited menu', 'Outdated facilities']",0.83,32,Male,2025-03-23
U0237,couple,Activity,500000,2,"['Authentic taste', 'Comfortable bedding', 'Family-friendly']","['Unpleasant taste', 'Overpriced']",0.32,29,Both,2025-03-14
U0238,couple,Healing,500000,2,"['Ocean view', 'Authentic taste', 'Delicious food']","['Long wait', 'Lack of privacy']",0.45,55,Both,2025-11-20
U0239,couple,Cultural,1700000,2,"['Variety of dishes', 'Satisfying portions', 'Delicious food']","['Bland taste', 'Hygiene issues']",0.82,40,Both,2025-08-17
U0240,friends,Foodie,1300000,5,"['Satisfying portions', 'Authentic taste', 'Ocean view']","['Poor soundproofing', 'Bland taste']",0.91,62,Female,2025-01-20
U0241,couple,Cultural,300000,1,"['Quick service', 'Ocean view', 'Variety of dishes']","['Long wait', 'Lack of privacy']",0.74,18,Both,2025-02-21
U0242,couple,Cultural,400000,1,"['Quick service', 'Delicious coffee', 'Good value']","['Long wait', 'Limited amenities']",0.43,23,Both,2025-01-13
U0243,friends,Foodie,700000,3,"['Family-friendly', 'Generous portions', 'Variety of dishes']","['Limited amenities', 'Overpriced']",0.99,23,Female,2025-12-02
U0244,friends,Activity,1300000,2,"['Affordable prices', 'Beautiful view', 'Attentive staff']","['Poor soundproofing', 'Bland taste']",0.17,39,Male,2025-07-29
U0245,solo,Cultural,1300000,5,"['Authentic taste', 'Ocean view', 'Cleanliness']","['High price', 'Salty food']",0.94,39,Male,2025-09-24
U0246,friends,Cultural,300000,3,"['Comfortable bedding', 'Satisfying portions', 'Clean room']","['Poor food quality', 'Noise']",0.46,56,Female,2025-07-08
U0247,friends,Healing,2300000,3,"['Variety of dishes', 'Good value', 'Large portions']","['Slow service', 'Lack of privacy']",0.76,40,Female,2025-01-11
U0248,couple,Activity,1500000,3,"['Well-maintained facilities', 'Delicious food', 'Pleasant atmosphere']","['Salty food', 'Poor soundproofing']",0.04,23,Both,2025-12-12
U0249,couple,Cultural,600000,5,"['High-quality meat', 'Well-maintained facilities', 'Generous portions']","['Poor value', 'Small room size']",0.35,21,Both,2025-12-22
U0250,friends,Activity,1000000,2,"['Spicy flavor', 'Ocean view', 'Delicious food']","['Overpriced', 'Small room size']",0.55,39,Female,2025-09-06
U0251,friends,Activity,400000,2,"['Scenic views', 'Delicious coffee', 'Large portions']","['Unfriendly staff', 'Hygiene issues']",0.48,30,Female,2025-11-22
U0252,solo,Activity,200000,1,"['Authentic taste', 'Beautiful view', 'Tasty food']","['Poor soundproofing', 'Small portions']",0.68,29,Male,2025-02-25
U0253,couple,Healing,300000,3,"['Fresh seafood', 'Delicious coffee', 'Large portions']","['Long wait', 'Lack of privacy']",0.19,40,Both,2025-12-27
U0254,friends,Activity,300000,2,"['Tender meat', 'Value for money', 'Pleasant atmosphere']","['Poor soundproofing', 'Small portions']",0.34,59,Female,2025-12-08
U0255,friends,Cultural,1500000,3,"['Cleanliness', 'Spicy flavor', 'Value for money']","['Poor food quality', 'Slow service']",0.53,23,Female,2025-06-09
U0256,solo,Activity,500000,4,"['Family-friendly', 'Cleanliness', 'Friendly service']","['Unfriendly staff', 'Limited amenities']",0.95,29,Male,2025-09-22
U0257,solo,Healing,300000,3,"['Quick service', 'Convenient amenities', 'Fresh seafood']","['Bland taste', 'Poor value']",0.88,60,Female,2025-03-17
U0258,couple,Cultural,500000,1,"['Pleasant atmosphere', 'Well-maintained facilities', 'Variety of dishes']","['Overpriced', 'Poor cleanliness']",0.95,54,Both,2025-05-06
U0259,friends,Activity,200000,2,"['Tasty food', 'Friendly service', 'Satisfying portions']","['Unfriendly staff', 'Bland taste']",0.92,19,Female,2025-06-05
U0260,solo,Activity,600000,3,"['Delicious coffee', 'Convenient amenities', 'Generous portions']","['Cramped space', 'Poor cleanliness']",0.82,50,Female,2025-06-26
U0261,friends,Cultural,500000,3,"['Affordable prices', 'Tasty food', 'Family-friendly']","['Limited options', 'Insect presence']",0.49,42,Male,2025-10-18
U0262,friends,Cultural,4700000,5,"['Large portions', 'Delicious coffee', 'Attentive staff']","['Unpleasant taste', 'Limited options']",0.79,36,Female,2025-04-26
U0263,couple,Foodie,1500000,2,"['High-quality meat', 'Friendly service', 'Delicious coffee']","['Unpleasant taste', 'Noise']",0.58,52,Both,2025-04-25
U0264,friends,Healing,700000,2,"['Convenient amenities', 'Tender meat', 'Cleanliness']","['Hygiene issues', 'Unfriendly staff']",0.99,45,Male,2025-03-26
U0265,friends,Foodie,900000,4,"['Family-friendly', 'Comfortable bedding', 'Friendly service']","['Limited options', 'Slow service']",0.18,60,Female,2025-07-29
U0266,couple,Activity,1500000,4,"['Fresh seafood', 'Scenic views', 'Good value']","['Limited amenities', 'Unfriendly staff']",0.21,49,Both,2025-11-18
U0267,friends,Foodie,400000,1,"['Attentive staff', 'Scenic views', 'Delicious food']","['Poor soundproofing', 'Poor value']",0.27,30,Male,2025-02-14
U0268,friends,Foodie,500000,5,"['Fresh seafood', 'Friendly service', 'Generous portions']","['Lack of privacy', 'Unfriendly staff']",0.65,51,Female,2025-03-04
U0269,solo,Cultural,600000,3,"['High-quality meat', 'Quick service', 'Cleanliness']","['Outdated facilities', 'Small room size']",0.14,45,Female,2025-11-06
U0270,couple,Foodie,1400000,2,"['Convenient amenities', 'Satisfying portions', 'High-quality meat']","['Cramped space', 'Limited options']",0.86,23,Both,2025-05-21
U0271,friends,Activity,500000,2,"['Quick service', 'Pleasant atmosphere', 'Delicious food']","['Poor value', 'Poor soundproofing']",0.37,29,Female,2025-01-11
U0272,friends,Cultural,600000,3,"['Delicious food', 'High-quality meat', 'Family-friendly']","['Slow service', 'Overpriced']",0.04,29,Male,2025-03-14
U0273,solo,Activity,3700000,4,"['Variety of dishes', 'Tasty food', 'Attentive staff']","['Poor value', 'Insect presence']",0.13,49,Male,2025-01-26
U0274,solo,Foodie,1800000,4,"['Beautiful view', 'Cleanliness', 'Family-friendly']","['Insect presence', 'Unpleasant taste']",0.61,46,Male,2025-10-18
U0275,friends,Healing,200000,2,"['Generous portions', 'Affordable prices', 'Comfortable bedding']","['Poor cleanliness', 'Small portions']",1.0,45,Female,2025-01-10
U0276,couple,Foodie,800000,1,"['Comfortable bedding', 'High-quality meat', 'Tasty food']","['Limited amenities', 'Weak water pressure']",0.4,54,Both,2025-12-24
U0277,solo,Cultural,200000,1,"['Clean facilities', 'Spicy flavor', 'Scenic views']","['Unpleasant taste', 'Limited menu']",0.04,40,Male,2025-07-22
U0278,couple,Activity,200000,2,"['Well-maintained facilities', 'Beautiful view', 'Good value']","['Poor cleanliness', 'Slow service']",0.32,40,Both,2025-01-04
U0279,couple,Healing,1300000,5,"['Beautiful view', 'Spicy flavor', 'Well-maintained facilities']","['Noise', 'Long wait']",0.04,26,Both,2025-01-23
U0280,friends,Foodie,2100000,5,"['Good value', 'Large portions', 'Quiet atmosphere']","['Weak water pressure', 'Lack of privacy']",0.46,20,Female,2025-06-15
U0281,friends,Activity,1000000,4,"['Variety of dishes', 'Comfortable bedding', 'Scenic views']","['Weak water pressure', 'Small portions']",0.01,63,Female,2025-09-02
U0282,solo,Activity,200000,1,"['Comfortable bedding', 'Scenic views', 'High-quality meat']","['Noise', 'Outdated facilities']",0.46,45,Female,2025-08-21
U0283,couple,Cultural,200000,2,"['Quick service', 'Clean facilities', 'Beautiful view']","['Unpleasant taste', 'Small room size']",0.06,59,Both,2025-10-02
U0284,couple,Cultural,300000,2,"['High-quality meat', 'Pleasant atmosphere', 'Variety of dishes']","['Slow service', 'Small room size']",0.53,51,Both,2025-02-21
U0285,couple,Foodie,400000,2,"['Beautiful view', 'Clean room', 'Tender meat']","['Limited options', 'Bland taste']",0.91,48,Both,2025-10-23
U0286,friends,Healing,2600000,3,"['Authentic taste', 'Well-maintained facilities', 'Beautiful view']","['Small portions', 'Poor food quality']",0.08,55,Male,2025-03-31
U0287,friends,Cultural,200000,2,"['Delicious food', 'Clean room', 'Pleasant atmosphere']","['Outdated facilities', 'Poor food quality']",0.25,32,Female,2025-11-04
U0288,solo,Cultural,700000,1,"['Attentive staff', 'Family-friendly', 'Large portions']","['Limited options', 'Cramped space']",0.32,64,Male,2025-05-04
U0289,couple,Activity,700000,2,"['Scenic views', 'Well-maintained facilities', 'Variety of dishes']","['Poor food quality', 'Hygiene issues']",0.26,57,Both,2025-11-04
U0290,couple,Healing,200000,2,"['Tender meat', 'Friendly service', 'Affordable prices']","['Long wait', 'Limited amenities']",0.86,28,Both,2025-10-01
U0291,solo,Activity,200000,1,"['Ocean view', 'Good value', 'Friendly service']","['High price', 'Poor cleanliness']",0.01,54,Male,2025-09-28
U0292,friends,Healing,500000,5,"['Tasty food', 'Fresh seafood', 'Clean facilities']","['Poor soundproofing', 'Poor cleanliness']",0.39,65,Male,2025-03-14
U0293,solo,Activity,200000,1,"['Generous portions', 'Well-maintained facilities', 'Authentic taste']","['Hygiene issues', 'Small room size']",0.71,60,Female,2025-03-30
U0294,solo,Activity,1100000,5,"['High-quality meat', 'Value for money', 'Family-friendly']","['Outdated facilities', 'Hygiene issues']",0.06,42,Female,2025-11-14
U0295,friends,Activity,700000,2,"['Delicious coffee', 'Quick service', 'Authentic taste']","['Poor soundproofing', 'Small room size']",0.02,24,Male,2025-06-28
U0296,friends,Activity,200000,1,"['Comfortable bedding', 'Delicious food', 'Variety of dishes']","['Unpleasant taste', 'Limited options']",0.1,28,Female,2025-04-30
U0297,friends,Activity,200000,2,"['Satisfying portions', 'Clean facilities', 'Good value']","['Small portions', 'Hygiene issues']",0.25,63,Male,2025-11-20
U0298,couple,Foodie,1700000,5,"['Generous portions', 'Variety of dishes', 'Clean room']","['Poor cleanliness', 'Limited amenities']",0.44,27,Both,2025-02-13
U0299,couple,Foodie,500000,5,"['Fresh seafood', 'Ocean view', 'Delicious coffee']","['Long wait', 'Limited amenities']",0.22,65,Both,2025-10-06
U0300,solo,Foodie,400000,2,"['Tasty food', 'Value for money', 'Attentive staff']","['Long wait', 'Hygiene issues']",0.22,35,Male,2025-03-11
U0301,couple,Activity,400000,3,"['Family-friendly', 'High-quality meat', 'Authentic taste']","['Insect presence', 'Poor value']",0.39,20,Both,2025-03-15
U0302,couple,Cultural,100000,1,"['Quiet atmosphere', 'Fresh seafood', 'Ocean view']","['Salty food', 'Unfriendly staff']",0.99,60,Both,2025-12-16
U0303,solo,Activity,200000,2,"['Cleanliness', 'Value for money', 'Fresh seafood']","['Limited amenities', 'Poor soundproofing']",0.64,23,Female,2025-05-26
U0304,couple,Healing,1300000,2,"['Friendly service', 'Clean room', 'Affordable prices']","['Unfriendly staff', 'Small portions']",0.16,34,Both,2025-06-09
U0305,solo,Activity,500000,3,"['Well-maintained facilities', 'Attentive staff', 'Delicious coffee']","['Salty food', 'Outdated facilities']",0.24,37,Male,2025-09-10
U0306,couple,Activity,900000,4,"['Family-friendly', 'Delicious food', 'Variety of dishes']","['Poor soundproofing', 'Unfriendly staff']",0.55,61,Both,2025-08-08
U0307,solo,Healing,500000,2,"['Comfortable bedding', 'Variety of dishes', 'Cleanliness']","['Bland taste', 'Unfriendly staff']",0.91,30,Female,2025-01-21
U0308,friends,Healing,100000,1,"['Generous portions', 'Cleanliness', 'Variety of dishes']","['Poor value', 'Hygiene issues']",0.18,64,Female,2025-11-18
U0309,solo,Activity,200000,1,"['Scenic views', 'Friendly service', 'Comfortable bedding']","['Unfriendly staff', 'Poor soundproofing']",0.48,46,Female,2025-07-04
U0310,friends,Foodie,500000,2,"['Clean room', 'Large portions', 'Scenic views']","['Unfriendly staff', 'Outdated facilities']",0.08,52,Female,2025-03-12
U0311,solo,Foodie,1000000,5,"['Attentive staff', 'Delicious food', 'Family-friendly']","['Cramped space', 'Insect presence']",0.48,46,Female,2025-09-29
U0312,friends,Activity,400000,2,"['Family-friendly', 'Spicy flavor', 'Quick service']","['Hygiene issues', 'Small room size']",0.57,63,Female,2025-02-25
U0313,solo,Activity,3100000,4,"['Pleasant atmosphere', 'Clean room', 'Affordable prices']","['Lack of privacy', 'Cramped space']",0.92,37,Female,2025-02-21
U0314,friends,Healing,500000,2,"['Clean room', 'Value for money', 'Beautiful view']","['Weak water pressure', 'Unfriendly staff']",0.24,63,Female,2025-05-03
U0315,friends,Healing,400000,2,"['Clean facilities', 'Good value', 'Generous portions']","['Noise', 'Small room size']",0.46,43,Female,2025-12-07
U0316,couple,Cultural,1100000,3,"['Tender meat', 'Quick service', 'Clean room']","['Unfriendly staff', 'High price']",0.72,27,Both,2025-06-24
U0317,friends,Activity,900000,1,"['Ocean view', 'Clean room', 'Comfortable bedding']","['Limited menu', 'Slow service']",0.28,58,Female,2025-08-16
U0318,solo,Healing,300000,2,"['Quiet atmosphere', 'Attentive staff', 'Authentic taste']","['Insect presence', 'Cramped space']",0.11,37,Male,2025-12-10
U0319,friends,Cultural,100000,1,"['Quiet atmosphere', 'Affordable prices', 'Large portions']","['Cramped space', 'Salty food']",0.26,57,Female,2025-08-13
U0320,solo,Cultural,500000,5,"['High-quality meat', 'Generous portions', 'Cleanliness']","['Bland taste', 'Lack of privacy']",0.06,44,Female,2025-11-16
U0321,friends,Healing,400000,2,"['Clean room', 'Convenient amenities', 'Affordable prices']","['Limited amenities', 'Limited options']",0.45,42,Female,2025-07-15
U0322,solo,Healing,100000,1,"['Well-maintained facilities', 'Good value', 'Tender meat']","['Lack of privacy', 'Bland taste']",0.45,50,Male,2025-12-15
U0323,couple,Healing,800000,5,"['Delicious coffee', 'Affordable prices', 'Spicy flavor']","['Small room size', 'Long wait']",0.87,62,Both,2025-06-10
U0324,solo,Healing,1700000,2,"['Friendly service', 'Delicious coffee', 'Spicy flavor']","['Long wait', 'Poor soundproofing']",0.74,43,Female,2025-12-07
U0325,friends,Healing,400000,2,"['Affordable prices', 'Convenient amenities', 'High-quality meat']","['Slow service', 'Weak water pressure']",0.49,61,Female,2025-01-20
U0326,friends,Activity,1200000,4,"['Large portions', 'Comfortable bedding', 'Spicy flavor']","['Noise', 'Cramped space']",0.32,34,Male,2025-09-30
U0327,friends,Cultural,2300000,3,"['Large portions', 'Quiet atmosphere', 'Authentic taste']","['Noise', 'Overpriced']",0.81,28,Female,2025-03-27
U0328,friends,Cultural,1000000,4,"['Large portions', 'Well-maintained facilities', 'Pleasant atmosphere']","['Cramped space', 'Insect presence']",0.87,41,Male,2025-11-04
U0329,couple,Cultural,300000,1,"['Spicy flavor', 'Delicious coffee', 'Large portions']","['Poor food quality', 'Limited amenities']",0.79,52,Both,2025-11-02
U0330,solo,Foodie,400000,2,"['Good value', 'Quick service', 'Ocean view']","['Small room size', 'Outdated facilities']",0.81,39,Female,2025-11-09
U0331,friends,Activity,400000,2,"['Quiet atmosphere', 'Value for money', 'Family-friendly']","['Limited amenities', 'Small room size']",0.13,58,Male,2025-04-03
U0332,solo,Activity,700000,5,"['Tasty food', 'Affordable prices', 'Family-friendly']","['Salty food', 'Outdated facilities']",0.25,18,Male,2025-10-01
U0333,friends,Activity,300000,2,"['Delicious food', 'Friendly service', 'Value for money']","['Poor value', 'Noise']",0.22,54,Male,2025-02-09
U0334,friends,Healing,200000,1,"['Fresh seafood', 'Pleasant atmosphere', 'Delicious food']","['Hygiene issues', 'Bland taste']",0.71,65,Female,2025-02-12
U0335,friends,Cultural,1300000,2,"['Clean room', 'Value for money', 'Large portions']","['Hygiene issues', 'Limited menu']",0.79,43,Male,2025-09-13
U0336,couple,Foodie,200000,2,"['Satisfying portions', 'Variety of dishes', 'Quiet atmosphere']","['Poor cleanliness', 'Bland taste']",0.46,40,Both,2025-04-01
U0337,couple,Cultural,500000,2,"['Delicious food', 'Cleanliness', 'Quick service']","['Long wait', 'Insect presence']",0.48,64,Both,2025-10-22
U0338,friends,Healing,1000000,4,"['Authentic taste', 'Good value', 'Satisfying portions']","['Insect presence', 'Long wait']",0.3,61,Female,2025-12-28
U0339,solo,Activity,300000,2,"['Pleasant atmosphere', 'Beautiful view', 'Large portions']","['Cramped space', 'Hygiene issues']",0.47,61,Female,2025-03-11
U0340,couple,Cultural,1600000,2,"['Friendly service', 'Family-friendly', 'Clean facilities']","['Unpleasant taste', 'Overpriced']",0.81,25,Both,2025-09-19
U0341,friends,Cultural,200000,2,"['Comfortable bedding', 'Good value', 'Satisfying portions']","['High price', 'Poor cleanliness']",0.37,52,Female,2025-02-24
U0342,solo,Activity,1100000,3,"['Attentive staff', 'High-quality meat', 'Comfortable bedding']","['Long wait', 'Insect presence']",0.42,24,Male,2025-08-18
U0343,friends,Activity,800000,2,"['Beautiful view', 'Attentive staff', 'Variety of dishes']","['Salty food', 'High price']",0.31,51,Female,2025-06-27
U0344,couple,Cultural,1600000,2,"['Quick service', 'Quiet atmosphere', 'Clean facilities']","['Noise', 'Cramped space']",0.65,49,Both,2025-03-31
U0345,friends,Foodie,500000,3,"['Tender meat', 'Quick service', 'Generous portions']","['Small room size', 'Lack of privacy']",0.15,59,Female,2025-08-23
U0346,solo,Cultural,1000000,3,"['Tender meat', 'Clean room', 'Value for money']","['Poor food quality', 'Slow service']",0.56,33,Female,2025-03-09
U0347,couple,Cultural,200000,2,"['Delicious food', 'Good value', 'Quiet atmosphere']","['Hygiene issues', 'Unpleasant taste']",0.62,60,Both,2025-01-04
U0348,solo,Cultural,800000,5,"['Good value', 'Cleanliness', 'High-quality meat']","['Poor value', 'Long wait']",0.86,18,Male,2025-03-15
U0349,friends,Healing,500000,5,"['Quiet atmosphere', 'Generous portions', 'Authentic taste']","['Poor cleanliness', 'Poor food quality']",0.52,44,Male,2025-05-15
U0350,friends,Activity,500000,3,"['Beautiful view', 'Pleasant atmosphere', 'Large portions']","['Limited amenities', 'Salty food']",0.25,26,Female,2025-10-13
U0351,couple,Activity,300000,2,"['Convenient amenities', 'Cleanliness', 'Spicy flavor']","['Unpleasant taste', 'Lack of privacy']",0.4,24,Both,2025-03-15
U0352,friends,Foodie,200000,2,"['Tender meat', 'Quiet atmosphere', 'Family-friendly']","['Slow service', 'Poor value']",0.5,33,Male,2025-01-27
U0353,friends,Healing,400000,3,"['Quick service', 'Satisfying portions', 'Quiet atmosphere']","['Limited options', 'Cramped space']",0.29,57,Female,2025-03-01
U0354,friends,Foodie,1000000,3,"['Quiet atmosphere', 'Affordable prices', 'Tasty food']","['Unfriendly staff', 'Limited options']",0.09,32,Male,2025-02-23
U0355,friends,Cultural,500000,2,"['Ocean view', 'Delicious coffee', 'Clean room']","['Small portions', 'Lack of privacy']",0.54,58,Male,2025-08-23
U0356,solo,Healing,1000000,2,"['Pleasant atmosphere', 'Beautiful view', 'Tasty food']","['Bland taste', 'Outdated facilities']",0.37,22,Male,2025-08-17
U0357,couple,Healing,400000,2,"['Satisfying portions', 'Comfortable bedding', 'Delicious coffee']","['High price', 'Slow service']",0.71,55,Both,2025-10-11
U0358,couple,Activity,3300000,5,"['Satisfying portions', 'Cleanliness', 'Value for money']","['Overpriced', 'Limited amenities']",0.76,64,Both,2025-02-14
