id,name,address,lat,lng,description,category,sub_category,source,url,rating,review_count,like,dislike,checkin_time,checkout_time,offpeak_weekday_price_max,offpeak_weekday_price_min,offpeak_weekday_price_avg,offpeak_weekend_price_max,offpeak_weekend_price_min,offpeak_weekend_price_avg,peak_weekday_price_max,peak_weekday_price_min,peak_weekday_price_avg,peak_weekend_price_max,peak_weekend_price_min,peak_weekend_price_avg
10063334,강릉 해피하우스펜션,강원특별자치도 강릉시 창해로362번길 16-1,37.79570628,128.9172548,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10063334,4.9,10.0,Friendly service; Cleanliness; Cozy atmosphere; Helpful owner; Well-equipped utilities,Poor soundproofing; Low ceiling,15:00,11:00,100000,60000,72000,120000,80000,92000,100000,60000,72000,120000,80000,92000
10053877,강릉 그란데마레풀빌라,강원특별자치도 강릉시 사천면 가둔지길 9,37.82836296,128.8786059,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10053877,5.0,100.0,Cleanliness; Friendly service; Ocean view; Spaciousness; Luxurious atmosphere,Pool temperature; Insect presence; Heating issues; Bedding cleanliness; Cooking restrictions,15:00,11:00,225000,135000,180000,315000,235000,271750,265000,179000,222000,409000,249000,327500
10061418,강릉 강문스테이,강원특별자치도 강릉시 해안로 358,37.79540511,128.9145428,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10061418,5.0,6.0,Friendly service; Room quality; Cleanliness; Breakfast quality; Value for money,Firm bed,15:00,11:00,95000,49000,67375,158400,99000,124870,95000,49000,67375,199000,139000,155875
1000103937,강릉 해와달 모텔,강원도 강릉시 경강로2067번길 8(임당동),37.75366024,128.8932238,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/1000103937,4.7,218.0,Friendly service; Excellent cleanliness; Comfortable room; Good amenities; Spacious bathroom,No elevator; Dated interior; Poor cleanliness; Mosquitoes; Smoke odor,16:00,12:00,60000,35000,49166,90000,45000,64166,140000,110000,123333,120000,95000,105000
10043999,강릉 더퍼스트펜션,강원도 강릉시 사천면 진리해변길 113-1,37.84113047,128.8750807,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10043999,4.8,154.0,Cleanliness; Comfort; Good amenities; Friendly service; Beautiful scenery,Low ceiling; Small window,15:00,11:00,150000,75000,99500,300000,161500,212450,320000,152000,208300,320000,180000,232000
1000106256,강릉 펜션바우,강원특별자치도 강릉시 저동골길 117,37.80481659,128.892001,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/1000106256,5.0,53.0,Cleanliness; Friendly service; Spacious room; Pleasant atmosphere; Quietness,Bathroom privacy,15:00,11:00,100000,70000,80000,180500,152000,161500,180500,152000,161500,199500,171000,180500
10045103,강릉 해랑펜션,강원도 강릉시 주문진읍 해안로 1609,37.87955349,128.8335571,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10045103,2.7,50.0,Sea view; Cleanliness; Affordable price; Friendly service; On-site cafe,Outdated facilities; Noise; Lack of toiletries,15:00,11:00,639600,73500,127800,852800,116100,189975,906100,169400,243275,116100,116100,116100
10063439,강릉 소시담가 풀빌라,강원특별자치도 강릉시 사천면 중앙서로 454-1,37.79633661,128.8196848,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10063439,5.0,9.0,Friendly service; Cleanliness; Spacious pool; Family-friendly; Well-equipped facilities,,15:00,11:00,565000,325000,405000,765000,475000,571666,965000,475000,638333,990000,500000,663333
3008671,강릉 아라스파펜션,강원특별자치도 강릉시 해안로 609,37.81179851,128.8986951,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/3008671,4.2,228.0,Comfortable beds; Beautiful view; Friendly service; Spa experience; Value for money,Poor soundproofing; Dirty windows; Signs of wear,15:00,11:00,600000,47000,126473,1176000,165620,291442,1176000,165620,291186,1176000,165620,291753
10040659,강릉 아카펠라 게스트하우스,강원도 강릉시 동부시장3길 7,37.75854543,128.9003405,,Accommodation,게스트하우스,Yanolja,https://nol.yanolja.com/stay/domestic/10040659,4.8,200.0,Friendly service; Delicious breakfast; Comfortable bedding; Quiet atmosphere; Excellent facilities,Small slipper size,15:00,11:00,65000,30000,41666,85000,40000,55000,90000,40000,56666,90000,40000,56666
3008844,강릉 아띠랑스스파펜션,강원특별자치도 강릉시 사천면 방동길 276,37.82570031,128.8742175,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/3008844,4.0,407.0,Pet-friendly; Cleanliness; Comfortable layout; Quiet atmosphere; Scenic view,Additional charges; Inadequate supplies; Outdated appearance; Pest issues; Poor service,15:00,11:00,119000,49000,62571,299000,159000,182571,309000,149000,176142,399000,189000,223285
1000106244,강릉 라미아까사풀빌라,강원특별자치도 강릉시 해안로 663,37.81514238,128.8942391,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/1000106244,4.8,358.0,Beautiful view; Aesthetic interior; Friendly service; Spacious room; Relaxing bathtub,Dirty windows; Insufficient soundproofing; Small pool size,15:00,11:00,269000,89000,166500,499000,199000,317750,540550,236550,352881,569000,236550,358118
10042423,강릉 화이트비치펜션,강원도 강릉시 사천면 진리해변길 83-1,37.8394017,128.8765947,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10042423,4.7,307.0,Cleanliness; Comfortable bedding; Pleasant atmosphere; Scenic view; Friendly service,Inadequate locks; Inconsistent water temperature; Insufficient power outlets; Lack of privacy; Limited barbecue space,15:00,11:00,119000,89000,104000,219000,189000,204000,254000,199000,227333,254000,199000,227333
10053386,강릉 프라이빗강릉풀빌라펜션,강원특별자치도 강릉시 사천면 방동길 242,37.82542584,128.8703074,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10053386,5.0,31.0,Cleanliness; Comfortable stay; Private facilities; Spaciousness; Value for money,Shallow pool,15:00,11:00,950000,189000,581375,950000,474000,723875,950000,436000,713583,950000,721000,845000
10060623,강릉 cn6스파풀빌라,강원특별자치도 강릉시 해안로 663-47,37.81442069,128.8945659,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10060623,4.9,41.0,Cleanliness; Ocean view; Comfortable amenities; Spacious rooms; Spa facilities,No sofa; Noise issues; Uncomfortable bed,15:00,11:00,265400,126800,189875,435900,244100,331116,308000,158800,234491,457300,254700,346416
10065339,강릉 여유로운가,강원특별자치도 강릉시 사천면 중앙서로 330-52,37.80489253,128.8271873,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10065339,4.0,1.0,Cleanliness,,16:00,12:00,174000,154000,164000,429000,404000,416500,469000,464000,466500,489000,469000,479000
10062216,강릉 경포대S9바닷가가족스파펜션,강원특별자치도 강릉시 해안로 349,37.79463367,128.9148344,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10062216,4.8,13.0,Friendly service; Cleanliness; Comfortable stay; Good view; Excellent host,Awkward sofa; Food restrictions; Lack of table; Uncomfortable stools,15:00,11:00,90850,60830,70817,177390,133650,146306,165000,127000,139250,215000,159000,176350
10053938,강릉 ordo(오르도),강원특별자치도 강릉시 연곡면 영진길 87,37.86873317,128.845095,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10053938,4.8,35.0,Beautiful view; Comfortable atmosphere; Quality amenities; Convenient location; Thoughtful design,Poor cleanliness; Internet issues; Inadequate pest control; Lack of ventilation; Poor soundproofing,15:00,11:00,179500,113000,147607,274500,198500,241928,331500,217500,275857,312500,198500,244642
3002709,강릉 카루89펜션,강원특별자치도 강릉시 하남길 341-1,37.80867582,128.89953,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/3002709,5.0,131.0,Cleanliness; Friendly service; Spaciousness; Convenience; Quality amenities,Communication issues; Service inconsistency; Uncomfortable furniture,15:00,11:00,109000,59000,79000,226710,147510,187110,199000,119000,146550,249000,169000,208715
1000111354,강릉 테레인바이더블류펜션,강원도 강릉시 해안로 370,37.79605735,128.9130275,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/1000111354,4.7,285.0,Cleanliness; Friendly service; Comfortable room; Good facilities; Pleasant atmosphere,Hot water issue; Lack of amenities; Limited TV options,15:00,11:00,86000,68000,76000,155000,141050,148871,170000,144150,155150,229000,194370,207769
10056425,강릉 강릉힐링타임펜션,강원특별자치도 강릉시 연곡면 진고개로 1424-61,37.84664096,128.68903,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10056425,4.7,43.0,Quiet atmosphere; Clean room; Comfortable facilities; Efficient check-in; Responsive host,Poor cleanliness; Check-in issues; Insufficient bedding; Moldy bathroom; Slow service,15:00,11:00,280000,89000,115375,400000,119000,159125,280000,89000,115375,400000,119000,159125
10044900,강릉 산호펜션,강원도 강릉시 해안로406번길 13-5,37.79908662,128.9128868,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10044900,4.7,56.0,Friendly service; Cleanliness; Affordable pricing; Good value; Pleasant atmosphere,Cold bathroom; Dated facilities; Limited kitchen supplies,15:00,11:00,86200,59000,70391,198700,136200,162475,219000,98700,133750,219000,148700,179633
10062031,강릉 스테이경포55,강원특별자치도 강릉시 하남길 345-3,37.80887678,128.8996482,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10062031,4.7,14.0,Comfortable atmosphere; Aesthetic interior; Friendly service; Well-equipped kitchen; Complimentary snacks,Insect issues; Limited storage; Noisy refrigerator; Service attitude; Small balcony,15:00,11:00,89000,64000,75250,199000,169000,184000,108290,85540,96891,199290,171990,185640
10059666,강릉 스테이허그,강원특별자치도 강릉시 하남길 335,37.80823337,128.8994214,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10059666,4.8,8.0,Cleanliness; Friendly service; Aesthetic appeal; Good room quality; Value for money,Limited facilities,16:00,11:00,298000,250000,274000,360000,300000,330000,298000,250000,274000,400000,350000,375000
10063952,강릉 아썸펜션,강원특별자치도 강릉시 안현로 53,37.80179595,128.8651503,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10063952,5.0,3.0,Friendly service; Cleanliness; Beautiful room; Convenient amenities; Spacious beds,,15:00,11:00,198300,98700,126050,309000,178398,216355,234600,109000,154233,279900,180200,216066
10058346,강릉 스테이레메디,강원특별자치도 강릉시 해안로711번길 27-17,37.81626845,128.8904983,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10058346,5.0,15.0,Cleanliness; Friendly service; Comfortable stay; Beautiful view; Spacious rooms,Poor soundproofing,15:00,11:00,199000,79000,115000,403920,187110,242352,408000,187110,243666,408000,187110,244422
10060854,강릉 리프레시펜션,강원특별자치도 강릉시 연곡면 진고개로 1424-27,37.84622488,128.6934307,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10060854,5.0,3.0,Cleanliness; Barbecue facilities; Entertainment facilities; Friendly service; Spacious rooms,,15:00,11:00,229000,99000,148090,279000,129000,186272,279000,129000,186272,359000,159000,240818
3010884,강릉 경포대 호텔랑,강원도 강릉시 창해로 435 (강문동),37.80001112,128.9130489,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/3010884,3.8,2114.0,Friendly service; Cleanliness; Comfortable bed; Ocean view; Affordable pricing,Poor maintenance; Inconvenient access; Limited TV options; Poor service response; Sandy floor,15:00,11:00,65000,25000,46428,175000,85000,127857,205000,95000,140714,205000,100000,142857
1000090848,강릉 아르카디아펜션,강원도 강릉시 왕산면 노추산로 555,37.55568415,128.7015745,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/1000090848,4.3,24.0,Friendly service; Cleanliness; Affordable pricing; Beautiful scenery; Comfortable stay,Lack of privacy; Outdated facilities; Poor soundproofing; Shared amenities,14:00,11:00,150000,60000,94285,150000,60000,94285,150000,60000,94285,150000,60000,94285
10052283,강릉 씨카라반,강원특별자치도 강릉시 사천면 해안로 904-14,37.83232021,128.8759861,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10052283,4.3,47.0,Scenic view; Friendly service; Comfort; Quiet atmosphere; Unique experience,Poor maintenance; Limited facilities; Additional charges; Unfriendly service; Ineffective air conditioning,15:00,11:00,150000,90000,109583,200000,130000,160000,150000,90000,109583,200000,130000,160000
3016131,강릉 S,강원도 강릉시 강릉대로 265-4,37.76154231,128.898292,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/3016131,4.0,621.0,Cleanliness; Friendly service; Essential amenities; Good value,Bathroom issues; Inadequate toiletries; Poor room amenities; Overpriced; Questionable cleanliness,15:00,11:00,50000,40000,45000,100000,80000,90000,80000,60000,70000,100000,80000,90000
10042172,강릉 펜션궁,강원도 강릉시 사천면 해안로 1085,37.84581761,128.8690976,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10042172,4.5,38.0,Friendly service; Spacious room; Stunning view; Good value; Complimentary amenities,Additional charges; Poor soundproofing; Inconvenient bathroom; Noise issues; Inefficient drainage,15:00,11:00,189000,149000,175666,269000,229000,255666,209000,169000,195666,269000,229000,255666
10045804,강릉 영진을담다펜션,강원도 강릉시 연곡면 영진길 85,37.86904843,128.8449131,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10045804,4.9,134.0,Cleanliness; Beautiful view; Friendly service; Room quality; Quick response,Faulty light,15:00,11:00,145000,85000,122000,335000,225000,293000,215000,125000,183000,400000,290000,352000
10052218,강릉 휴식료칸풀빌라,강원특별자치도 강릉시 주문진읍 거문동길 193,37.89285797,128.8013493,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10052218,4.8,97.0,Friendly service; Cleanliness; Unique design; Relaxing atmosphere; Spacious pool,,15:00,11:00,325000,136000,210846,551000,188000,320230,551000,188000,320538,555000,192000,323307
3009841,강릉 워너비무인텔,강원도 강릉시 옥계면 도직길 12,37.60793216,129.0672568,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/3009841,4.8,519.0,Friendly service; Spacious room; Scenic view; Comfortable stay; Convenient amenities,Insufficient toiletries; Limited view,17:00,12:00,120000,50000,85000,90000,90000,90000,140000,70000,105000,240000,100000,170000
10064335,강릉 안목다락,강원특별자치도 강릉시 창해로14번길 32,37.7718157,128.9480227,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10064335,3.8,6.0,Cleanliness; Comfortable bed; Stunning view,Poor water pressure; Lack of toiletries; Small room; Dusty towels; Poor toilet flushing,15:00,11:00,49000,40000,46000,99000,50000,82666,49000,40000,46000,99000,50000,82666
10059422,강릉 스테이강릉,강원특별자치도 강릉시 경포로463번안길 6,37.80198717,128.9023284,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10059422,4.9,27.0,Comfortable rooms; Cleanliness; Spacious rooms; Well-equipped kitchen; Swimming pool,Inconvenient light switches; Lack of elevator; Insufficient power outlets; No kitchen range; No handrail on stairs,15:00,11:00,140000,130000,132857,316800,297000,303085,300000,220000,243542,350000,350000,350000
10062294,강릉 노빌레펜션,강원특별자치도 강릉시 경포로463번길 13-12,37.80233616,128.9013629,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10062294,5.0,2.0,Clean room; Comfortable bedding; Excellent condition; Well-maintained,,15:00,11:00,115000,99000,107166,219000,189000,204000,219000,189000,204000,219000,189000,204000
10060832,강릉 베이스캠프글램핑,강원특별자치도 강릉시 사천면 해안로 938,37.83357501,128.873416,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10060832,4.5,20.0,Cleanliness; Friendly service; Comfortable accommodation; Relaxing atmosphere; Well-equipped amenities,Poor soundproofing; Lack of quiet hours; Shower filter quality,15:00,11:00,109000,79000,86692,179000,139000,152846,109000,79000,86692,179000,139000,152846
10040360,강릉 까사클라라펜션,강원도 강릉시 사천면 진리중앙길 27-1,37.83969107,128.8764688,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10040360,4.8,210.0,Friendly service; Exceptional cleanliness; Aesthetic appeal; Beautiful view; Family-friendly,,15:00,11:00,249000,119000,157333,348680,229080,264346,379000,229080,269400,379000,229080,276306
10064532,강릉 온유펜션,강원특별자치도 강릉시 연곡면 초시길 87,37.85136385,128.832561,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10064532,5.0,4.0,Friendly service; Clean facilities; Comfortable bedding; Quality barbecue; Spacious living room,,14:00,11:00,200000,150000,166666,250000,200000,216666,350000,250000,283333,350000,250000,283333
3015725,강릉 경포대 강릉모텔,강원도 강릉시 해안로406번길 22 (강문동),37.79857115,128.9142288,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/3015725,4.7,79.0,Friendly service; Affordable price; Cleanliness; Comfortable beds; Great view,Bathroom issues; No elevator; Old building; Unpleasant odor,15:00,11:00,120000,40000,61666,180000,70000,102500,150000,60000,89166,180000,70000,102500
3003519,강릉 힐링하우스펜션,강원특별자치도 강릉시 성산면 삼포암길 44,37.71758834,128.7954447,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/3003519,4.9,647.0,Friendly service; Cleanliness; Large pool; Child-friendly; Additional amenities,Cold pool; Noise; Slippery floor; Steep stairs; Lack of slippers,15:00,11:00,89000,49000,64000,159000,119000,134000,220000,160000,186666,220000,160000,186666
1000110490,강릉 브라운도트 강릉경포점,강원도 강릉시 창해로 429,37.79963599,128.9134443,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/1000110490,4.9,1293.0,Friendly staff; Cleanliness; Comfortable bedding; Quiet atmosphere; Scenic view,No freezer; Hallway noise,16:00,11:00,180000,60000,110000,370000,150000,244285,260000,120000,183285,390000,180000,268571
3005035,강릉 댕댕이애견펜션블루,강원도 강릉시 연곡면 홍질목길 55-29,37.86411315,128.843508,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/3005035,4.8,249.0,Cleanliness; Pet-friendly amenities; Spacious interior; Comfortable bed; Well-equipped facilities,Lack of pet fence; Noisy bathroom door; No pet stairs,15:00,11:00,133500,101500,115700,229400,197400,211633,261400,229400,243633,336000,273500,301741
10058719,강릉 열무맨션,강원특별자치도 강릉시 주문진읍 해안로 1581,37.87760612,128.8352763,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10058719,4.8,34.0,Scenic view; Cleanliness; Comfortable bedding; Value for money; Cozy atmosphere,Poor maintenance; Drainage issues; Insufficient soundproofing; No elevator; Weak water pressure,15:00,11:00,120000,100000,105000,158400,138600,144075,158400,138600,143725,160000,140000,145000
10060551,강릉 니나랑스파펜션,강원특별자치도 강릉시 강동면 안인진길 34-22,37.73468219,128.9895688,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10060551,4.9,15.0,Friendly service; Scenic view; Cleanliness; Comfort; High-quality facilities,Dated facilities,15:00,11:00,159000,89000,109000,289000,219000,236142,229000,159000,179000,309000,239000,256142
10056875,강릉 무지개펜션,강원특별자치도 강릉시 주문진읍 해안로 1641,37.88205267,128.8314978,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10056875,4.6,13.0,Cleanliness; Friendly service; Proximity to beach; Spacious room; Terrace availability,High cost; Inconvenient bathroom; Lack of furniture; Poor ventilation; Small room size,15:00,11:00,220000,90000,126000,300000,120000,172000,220000,90000,126000,300000,120000,172000
10063019,강릉 대관령안골황토펜션,강원특별자치도 강릉시 성산면 삼포암길 20-40,37.71865603,128.7918521,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10063019,5.0,2.0,Friendly service; Homemade breakfast; Memorable experience; Peaceful atmosphere; Responsive communication,,15:00,11:00,110000,30000,65555,180000,50000,100000,180000,50000,106666,180000,50000,106666
10058522,강릉 란트루헤풀빌라,강원특별자치도 강릉시 하남길263번안길 10-16,37.80935479,128.8973332,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10058522,4.7,30.0,Cleanliness; Comfortable amenities; Spacious pool; Friendly service; Family-friendly,Additional charges; Limited kitchenware,15:00,11:00,169000,99000,149000,269000,149000,236500,305100,179100,271350,339000,199000,301500
3020243,강릉 기억스테이펜션(강문해변 도보1분),강원특별자치도 강릉시 창해로370번길 3,37.79575153,128.9168993,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/3020243,4.7,785.0,Ocean view; Comfortable room; Friendly service; Spacious room; Well-equipped amenities,Ineffective air conditioning; Limited privacy; Sticky floor; Thin bedding,15:00,11:00,129000,95000,107363,239000,179000,207181,229000,120000,144636,269000,219000,244454
1000104283,강릉 넘버25 강릉경포점,강원특별자치도 강릉시 해안로 545,37.80728509,128.9026614,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/1000104283,4.8,935.0,Cleanliness; Friendly service; Spacious layout; Modern design; Comfortable amenities,Dusty floors; Lack of amenities; Noisy refrigerator; Weak water pressure,16:00,11:00,145000,40000,72500,380000,75000,145000,250000,50000,96500,430000,95000,195000
1000102592,강릉 경포대 인터파크,강원도 강릉시 창해로 21(견소동),37.77384028,128.9445087,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/1000102592,4.9,582.0,Cleanliness; Friendly service; Ocean view; Affordable price; Comfortable room,Classic key system; Lack of bathtub,15:00,11:00,75000,55000,66666,150000,100000,128333,130000,90000,110000,160000,100000,141666
10059202,강릉 경포345풀빌라,강원특별자치도 강릉시 하남길 345-1,37.80882853,128.8992553,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10059202,4.9,25.0,Cleanliness; Friendly service; Spaciousness; Modern interior; Room facilities,Broken balcony light; Chlorine smell; Weak grill power,15:00,11:00,239000,89000,159000,569000,198550,333430,289000,109000,192510,699000,198550,376910
1000110467,강릉 바다펜션,"강원도강릉시 사천면 진리해변길81 2층,3층",37.83918285,128.8764102,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/1000110467,4.0,13.0,Affordable price; Clean bathroom; Friendly owner; Beach proximity,Lack of amenities; Poor cleanliness; Uncomfortable atmosphere; Inadequate bedding; Noise at night,15:00,11:00,200000,120000,140000,250000,150000,175000,300000,120000,165000,400000,200000,250000
10046855,강릉 더강문풀빌라,강원도 강릉시 해안로 376,37.79628668,128.9129232,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10046855,4.6,82.0,Cleanliness; Comfortable beds; Pool access; Friendly service; Spacious rooms,High charges; Barbecue smell; Pool cleanliness; Small pool,15:00,11:00,339000,139000,198166,539000,286110,353666,540550,350550,401170,599000,399000,448837
1000111438,강릉 오핑하우스펜션,강원도 강릉시 연곡면 해안로 1459,37.86937205,128.8445593,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/1000111438,4.6,411.0,Cleanliness; Scenic view; Comfortable bedding; Good breakfast; Warm service,Limited amenities; Poor soundproofing; Weak shower pressure; Uncomfortable pillows; Broken blinds,15:00,11:00,145000,115000,131666,175000,145000,161666,285000,225000,262333,285000,229000,263000
10058530,강릉 경포몽애견펜션,강원특별자치도 강릉시 하남길 197-15,37.80810816,128.8856878,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10058530,5.0,22.0,Cleanliness; Pet-friendly amenities; Affordable pricing; Comfortable rooms; Friendly service,Slow drainage,15:00,11:00,109000,69000,79000,226710,177210,189090,199000,137610,152146,249000,199000,211000
3020151,강릉 니스파크,강원도 강릉시 경강로2103번길 10,37.75594513,128.8962267,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/3020151,4.9,1153.0,Cleanliness; Affordable pricing; Friendly service; Spacious room; Good amenities,Unpleasant odor; Weak shower pressure; Noisy elevator,16:00,11:00,90000,40000,60000,120000,70000,92500,130000,70000,95000,130000,70000,95000
10060831,강릉 넘버25호텔 (강릉 경포점),강원특별자치도 강릉시 해안로 545,37.80728509,128.9026614,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10060831,4.8,6.0,Friendly service; Cleanliness; Comfortable beds; Complimentary amenities; Good value,Lack of curtains; Poor showerhead; Weak water pressure; Room security,16:00,11:00,150000,50000,58000,380000,90000,104666,250000,60000,71000,430000,120000,142000
10065298,강릉 머뭄풀빌라,강원특별자치도 강릉시 사천면 하남길 54,37.81148815,128.8727747,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10065298,5.0,1.0,Spacious amenities; Comfortable furnishings; Relaxing atmosphere; Scenic view; Modern facilities,,15:00,11:00,430000,290000,320000,530000,380000,411578,430000,290000,320000,530000,380000,411578
10046444,강릉 안인펜션,강원도 강릉시 강동면 안인진길 20,37.7341459,128.9880867,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10046444,5.0,33.0,Cleanliness; Comfortable bedding; Good value; Friendly service; Convenient amenities,Small room,15:00,11:00,299000,50000,97375,355410,59400,117438,259000,49500,90637,359000,60000,117375
3005630,강릉 티케하우스펜션,강원도 강릉시 구정면 수목원길 45,37.70525425,128.8685878,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/3005630,5.0,35.0,Friendly service; Cleanliness; Beautiful view; Child-friendly amenities; Spacious accommodation,,15:00,11:00,270000,90000,150000,346500,130000,200833,346500,118800,196350,370000,128700,212900
10061268,강릉 더브리앙뜨펜션,강원특별자치도 강릉시 사천면 중앙서로 92-43,37.82196521,128.8372503,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10061268,5.0,1.0,Clean room,,15:00,11:00,150000,150000,150000,220000,220000,220000,150000,150000,150000,220000,220000,220000
10044867,강릉 아미카사펜션,강원도 강릉시 해안로 647,37.81392559,128.8957135,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10044867,4.6,219.0,Comfortable room; Friendly service; Scenic view; Cleanliness; Convenient amenities,Lack of elevator; Weak water pressure; High pillow height; Many stairs; No induction stove,15:00,11:00,149000,129000,137000,210000,190000,198000,149000,129000,137000,289000,249000,265000
1000090928,강릉 경포솔향기펜션,강원도 강릉시 경포로371번길 63-4,37.80010248,128.899971,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/1000090928,5.0,69.0,Cleanliness; Affordable price; Comfortable room; Friendly service; Great view,,15:00,11:00,100000,80000,88000,150000,100000,120000,100000,80000,88000,150000,100000,120000
10064935,강릉 스테이 해든,강원특별자치도 강릉시 공항길127번길 58,37.76467488,128.9536804,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10064935,5.0,3.0,Cleanliness; Comfortable bedding; Cozy atmosphere; Scenic view; Well-equipped amenities,Lack of rice cooker,15:00,11:00,390000,390000,390000,490000,490000,490000,540000,540000,540000,540000,540000,540000
10063289,강릉(주문진) 홍모텔,강원특별자치도 강릉시 주문진읍 주문로 7,37.88447978,128.8250149,,Accommodation,모텔,Yanolja,https://nol.yanolja.com/stay/domestic/10063289,4.4,15.0,Friendly service; Cleanliness; Good room quality; Value for money; Renovated building,Ineffective door lock; No elevator; No parking; Sewer smell,16:00,11:00,62000,49000,57666,74000,62000,70000,74000,62000,70000,110000,98000,106000
10051821,강릉 here365,강원도 강릉시 주문진읍 해안로 1855,37.89729283,128.8344143,,Accommodation,펜션,Yanolja,https://nol.yanolja.com/stay/domestic/10051821,4.8,54.0,Friendly service; Comfortable facilities; Beautiful view; Cleanliness; Convenient amenities,Small bathroom; Poor shower drainage; Insufficient curtains,15:00,11:00,171000,83600,120175,268800,147200,210625,294500,152000,225637,304000,152000,226662
